         241           2
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      124.5108000000000033
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
     106.6799999999999926        0.0000000000000000      152.4000000000000057
